wardName,wardCode,districtName,districtCode,provinceName,provinceCode
Phường Văn Đẩu,11446,Quận Kiến An,307,Thành phố Hải Phòng,31
Phường Đồng Hoà,11431,Quận Kiến An,307,Thành phố Hải Phòng,31
Phường An Biên,11371,Quận Lê Chân,305,Thành phố Hải Phòng,31
Phường An Dương,11401,Quận Lê Chân,305,Thành phố Hải Phòng,31
Phường Dư Hàng Kênh,11404,Quận Lê Chân,305,Thành phố Hải Phòng,31
Phường Hàng Kênh,11395,Quận Lê Chân,305,Thành phố Hải Phòng,31
Phường Kênh Dương,11405,Quận Lê Chân,305,Thành phố Hải Phòng,31
Phường Trần Nguyên Hãn,11383,Quận Lê Chân,305,Thành phố Hải Phòng,31
Phường Vĩnh Niệm,11407,Quận Lê Chân,305,Thành phố Hải Phòng,31
Phường Cầu Tre,11338,Quận Ngô Quyền,304,Thành phố Hải Phòng,31
Phường Cầu Đất,11344,Quận Ngô Quyền,304,Thành phố Hải Phòng,31
Phường Gia Viên,11341,Quận Ngô Quyền,304,Thành phố Hải Phòng,31
Phường Lạch Tray,11365,Quận Ngô Quyền,304,Thành phố Hải Phòng,31
Phường Máy Chai,11329,Quận Ngô Quyền,304,Thành phố Hải Phòng,31
Phường Vạn Mỹ,11335,Quận Ngô Quyền,304,Thành phố Hải Phòng,31
Phường Đông Khê,11350,Quận Ngô Quyền,304,Thành phố Hải Phòng,31
Phường Đằng Giang,11359,Quận Ngô Quyền,304,Thành phố Hải Phòng,31
Phường Bàng La,11467,Quận Đồ Sơn,308,Thành phố Hải Phòng,31
Phường Hải Sơn,11458,Quận Đồ Sơn,308,Thành phố Hải Phòng,31
Phường Hợp Đức,11737,Quận Đồ Sơn,308,Thành phố Hải Phòng,31
Phường Minh Đức,11465,Quận Đồ Sơn,308,Thành phố Hải Phòng,31
Phường Ngọc Xuyên,11455,Quận Đồ Sơn,308,Thành phố Hải Phòng,31
Phường Vạn Hương,11461,Quận Đồ Sơn,308,Thành phố Hải Phòng,31
Phường An Lư,11533,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Dương Quan,11578,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Hoa Động,11572,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Hoà Bình,11527,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Hoàng Lâm,11569,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Lê Hồng Phong,11521,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Lưu Kiếm,11488,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Lập Lễ,11551,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Minh Đức,11473,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Nam Triệu Giang,11542,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Phạm Ngũ Lão,11539,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Quảng Thanh,11506,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Tam Hưng,11545,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Thiên Hương,11557,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Thuỷ Đường,11560,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Thủy Hà,11530,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Phường Trần Hưng Đạo,11512,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Xã Bạch Đằng,11500,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Xã Liên Xuân,11485,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Xã Ninh Sơn,11503,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Xã Quang Trung,11518,Thành phố Thuỷ Nguyên,311,Thành phố Hải Phòng,31
Thị trấn Tân Túc,27595,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã An Phú Tây,27625,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Bình Chánh,27637,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Bình Hưng,27619,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Bình Lợi,27607,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Hưng Long,27628,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Lê Minh Xuân,27610,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Phong Phú,27622,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Phạm Văn Hai,27598,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Quy Đức,27640,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Tân Kiên,27616,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Tân Nhựt,27613,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Tân Quý Tây,27634,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Vĩnh Lộc A,27601,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Vĩnh Lộc B,27604,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Xã Đa Phước,27631,Huyện Bình Chánh,785,Thành phố Hồ Chí Minh,79
Thị trấn Cần Thạnh,27664,Huyện Cần Giờ,787,Thành phố Hồ Chí Minh,79
Xã An Thới Đông,27673,Huyện Cần Giờ,787,Thành phố Hồ Chí Minh,79
Xã Bình Khánh,27667,Huyện Cần Giờ,787,Thành phố Hồ Chí Minh,79
Xã Long Hòa,27679,Huyện Cần Giờ,787,Thành phố Hồ Chí Minh,79
Xã Lý Nhơn,27682,Huyện Cần Giờ,787,Thành phố Hồ Chí Minh,79
Xã Tam Thôn Hiệp,27670,Huyện Cần Giờ,787,Thành phố Hồ Chí Minh,79
Xã Thạnh An,27676,Huyện Cần Giờ,787,Thành phố Hồ Chí Minh,79
Thị trấn Củ Chi,27496,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã An Nhơn Tây,27508,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã An Phú,27502,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Bình Mỹ,27550,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Hòa Phú,27544,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Nhuận Đức,27511,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Phú Hòa Đông,27517,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Phú Mỹ Hưng,27499,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Phước Hiệp,27529,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Phước Thạnh,27526,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Phước Vĩnh An,27535,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Phạm Văn Cội,27514,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Thái Mỹ,27538,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Trung An,27523,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Trung Lập Hạ,27520,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Trung Lập Thượng,27505,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Tân An Hội,27532,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Tân Phú Trung,27553,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Tân Thông Hội,27556,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Tân Thạnh Tây,27541,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Xã Tân Thạnh Đông,27547,Huyện Củ Chi,783,Thành phố Hồ Chí Minh,79
Thị trấn Hóc Môn,27559,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Bà Điểm,27592,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Nhị Bình,27565,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Thới Tam Thôn,27574,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Trung Chánh,27586,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Tân Hiệp,27562,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Tân Thới Nhì,27571,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Tân Xuân,27580,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Xuân Thới Sơn,27577,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Xuân Thới Thượng,27589,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Xuân Thới Đông,27583,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Xã Đông Thạnh,27568,Huyện Hóc Môn,784,Thành phố Hồ Chí Minh,79
Thị trấn Nhà Bè,27643,Huyện Nhà Bè,786,Thành phố Hồ Chí Minh,79
Xã Hiệp Phước,27661,Huyện Nhà Bè,786,Thành phố Hồ Chí Minh,79
Xã Long Thới,27658,Huyện Nhà Bè,786,Thành phố Hồ Chí Minh,79
Xã Nhơn Đức,27652,Huyện Nhà Bè,786,Thành phố Hồ Chí Minh,79
Xã Phú Xuân,27655,Huyện Nhà Bè,786,Thành phố Hồ Chí Minh,79
Xã Phước Kiển,27646,Huyện Nhà Bè,786,Thành phố Hồ Chí Minh,79
Xã Phước Lộc,27649,Huyện Nhà Bè,786,Thành phố Hồ Chí Minh,79
Phường Bến Nghé,26740,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Bến Thành,26743,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Cô Giang,26755,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Cầu Kho,26761,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Cầu Ông Lãnh,26752,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Nguyễn Cư Trinh,26758,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Nguyễn Thái Bình,26746,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Phạm Ngũ Lão,26749,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Tân Định,26734,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường Đa Kao,26737,Quận 1,760,Thành phố Hồ Chí Minh,79
Phường 1,27184,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 10,27178,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 12,27172,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 13,27166,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 14,27169,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 15,27163,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 2,27190,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 4,27193,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 6,27202,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 8,27187,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 9,27181,Quận 10,771,Thành phố Hồ Chí Minh,79
Phường 1,27247,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 10,27232,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 11,27226,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 14,27214,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 15,27208,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 16,27253,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 3,27220,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 5,27211,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 7,27238,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường 8,27229,Quận 11,772,Thành phố Hồ Chí Minh,79
Phường An Phú Đông,26779,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Hiệp Thành,26770,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Thạnh Lộc,26767,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Thạnh Xuân,26764,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Thới An,26773,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Trung Mỹ Tây,26785,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Tân Chánh Hiệp,26776,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Tân Hưng Thuận,26787,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Tân Thới Hiệp,26782,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Tân Thới Nhất,26791,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường Đông Hưng Thuận,26788,Quận 12,761,Thành phố Hồ Chí Minh,79
Phường 1,27160,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 11,27133,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 12,27130,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 14,27127,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 2,27157,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 3,27154,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 4,27148,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 5,27151,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 9,27142,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường Võ Thị Sáu,27139,Quận 3,770,Thành phố Hồ Chí Minh,79
Phường 1,27298,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 13,27259,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 15,27295,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 16,27289,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 18,27277,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 2,27292,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 3,27286,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 4,27283,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 8,27271,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 9,27265,Quận 4,773,Thành phố Hồ Chí Minh,79
Phường 1,27325,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 11,27328,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 12,27310,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 13,27343,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 14,27331,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 2,27307,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 4,27301,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 5,27334,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 7,27316,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 9,27304,Quận 5,774,Thành phố Hồ Chí Minh,79
Phường 1,27373,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 10,27385,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 11,27364,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 12,27358,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 13,27349,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 14,27346,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 2,27367,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 7,27382,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 8,27376,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường 9,27352,Quận 6,775,Thành phố Hồ Chí Minh,79
Phường Bình Thuận,27478,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Phú Mỹ,27493,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Phú Thuận,27484,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Tân Hưng,27475,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Tân Kiểng,27472,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Tân Phong,27490,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Tân Phú,27487,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Tân Quy,27481,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Tân Thuận Tây,27469,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường Tân Thuận Đông,27466,Quận 7,778,Thành phố Hồ Chí Minh,79
Phường 14,27421,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường 15,27427,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường 16,27430,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường 4,27409,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường 5,27418,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường 6,27424,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường 7,27433,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường Hưng Phú,27403,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường Rạch Ông,27397,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường Xóm Củi,27415,Quận 8,776,Thành phố Hồ Chí Minh,79
Phường 1,26944,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 11,26908,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 12,26917,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 13,26905,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 14,26929,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 17,26950,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 19,26953,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 2,26941,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 22,26956,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 25,26920,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 26,26914,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 27,26911,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 28,26962,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 5,26923,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường 7,26926,Quận Bình Thạnh,765,Thành phố Hồ Chí Minh,79
Phường An Lạc,27460,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường An Lạc A,27463,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường Bình Hưng Hoà A,27439,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường Bình Hưng Hoà B,27442,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường Bình Hưng Hòa,27436,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường Bình Trị Đông,27445,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường Bình Trị Đông A,27448,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường Bình Trị Đông B,27451,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường Tân Tạo,27454,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường Tân Tạo A,27457,Quận Bình Tân,777,Thành phố Hồ Chí Minh,79
Phường 1,26890,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 10,26884,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 11,26899,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 12,26881,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 14,26882,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 15,26872,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 16,26878,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 17,26875,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 3,26902,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 5,26887,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 6,26876,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 8,26898,Quận Gò Vấp,764,Thành phố Hồ Chí Minh,79
Phường 1,27058,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 10,27070,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 11,27073,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 13,27085,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 15,27076,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 2,27061,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 4,27043,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 5,27046,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 7,27052,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 8,27064,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 9,27049,Quận Phú Nhuận,768,Thành phố Hồ Chí Minh,79
Phường 1,26977,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 10,26992,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 11,26983,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 12,26971,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 13,26974,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 14,27004,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 15,27007,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 2,26965,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 3,26980,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 4,26968,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
Phường 5,26989,Quận Tân Bình,766,Thành phố Hồ Chí Minh,79
