province,district,ward,wardLat,wardLon,wardBounds,wardFormattedAddress
Tỉnh Bình Dương,Huyện Dầu Tiếng,Xã Định Hiệp,11.296086,106.428809,"11.258335,106.369408 – 11.341131,106.473743","Định Hiệp, Dầu Tiếng District, Binh Duong, Vietnam"
Tỉnh Bình Dương,Huyện Phú Giáo,Xã Tam Lập,11.290879,106.900447,"11.20905,106.799469 – 11.355509,106.951904","Tam Lập, Phú Giáo, Bình Dương, Vietnam"
Tỉnh Bình Dương,Thành phố Bến Cát,Phường Mỹ Phước,11.148853,106.611447,"11.122149,106.573863 – 11.171076,106.635575","Mỹ Phước, Thành phố Bến Cát, Bình Dương, Vietnam"
Tỉnh Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,10.917292,106.76859,"10.904711,106.740715 – 10.937231,106.801937","Tân Đông Hiệp, Dĩ An, Binh Duong, Vietnam"
Tỉnh Bình Dương,Thành phố Thuận An,Phường Bình Chuẩn,10.978978,106.717567,"10.967062,106.695871 – 10.997479,106.750545","Binh Chuan, Thủ Dầu Một, Binh Duong, Vietnam"
Tỉnh Bình Dương,Thành phố Thuận An,Phường Vĩnh Phú,10.877594,106.699775,"10.865831,106.688748 – 10.894566,106.723553","Vĩnh Phú, Thuận An, Binh Duong, Vietnam"
Tỉnh Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Mỹ,10.991956,106.632078,"10.977523,106.616046 – 11.005142,106.650983","Chánh Mỹ, Thủ Dầu Một, Binh Duong, Vietnam"
Tỉnh Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp An,11.035643,106.632078,"11.013887,106.611092 – 11.053924,106.648139","Hiệp An, Thủ Dầu Một, Binh Duong, Vietnam"
Tỉnh Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp Thành,10.995089,106.657617,"10.981523,106.645693 – 11.011718,106.673341","Hiệp Thành, Tp. Thủ Dầu Một, Bình Dương, Vietnam"
Tỉnh Bình Dương,Thành phố Tân Uyên,Phường Thái Hòa,10.97618,106.757366,"10.959219,106.733377 – 11.015222,106.78296","Thái Hòa, Tân Uyên District, Binh Duong, Vietnam"
Tỉnh Bình Thuận,Huyện Bắc Bình,Xã Hòa Thắng,11.101703,108.403867,"11.023513,108.306699 – 11.136298,108.500719","Hòa Thắng, Phan Thiet, Bình Thuận, Vietnam"
Tỉnh Bình Thuận,Huyện Tuy Phong,Xã Phong Phú,11.260158,108.641315,"11.220205,108.560844 – 11.390892,108.681607","Phong Phú, Tuy Phong, Bình Thuận, Vietnam"
Tỉnh Bình Định,Huyện An Lão,Xã An Nghĩa,14.501636,108.825442,"14.468191,108.767584 – 14.520745,108.890478","Ân Nghĩa, An Lão, Bình Định, Vietnam"
Tỉnh Bình Định,Huyện Vân Canh,Xã Canh Hiệp,13.660137,108.985882,"13.56792,108.957095 – 13.791216,109.118013","Canh Hiep, Vân Canh District, Binh Dinh, Vietnam"
Tỉnh Bình Định,Huyện Vân Canh,Xã Canh Liên,13.701825,108.878915,"13.503032,108.799553 – 13.837449,108.978296","Canh Liên, Vân Canh District, Binh Dinh, Vietnam"
Tỉnh Bến Tre,Huyện Mỏ Cày Bắc,Xã Hòa Lộc,10.163164,106.316948,"10.140326,106.300535 – 10.18882,106.342249","Hòa Lộc, Bến Tre, Ben Tre, Vietnam"
Tỉnh Cà Mau,Huyện Cái Nước,Xã Hòa Mỹ,8.99993,104.997303,"8.981478,104.959302 – 9.041411,105.045261","Hòa Mỹ, Cái Nước, Cà Mau, Vietnam"
Tỉnh Cà Mau,Huyện Cái Nước,Xã Tân Hưng Đông,8.962132,105.003146,"8.922043,104.958572 – 8.990659,105.062213","Tân Hưng Đông, Cái Nước, Cà Mau, Vietnam"
Tỉnh Cà Mau,Huyện Cái Nước,Xã Đông Hưng,8.974593,105.090815,"8.94023,105.038438 – 9.008012,105.114613","Đông Hưng, Cái Nước, Cà Mau, Vietnam"
Tỉnh Cà Mau,Huyện Cái Nước,Xã Đông Thới,8.911229,105.067432,"8.878372,105.048738 – 8.95439,105.102682","Đông Thới, Cái Nước, Cà Mau, Vietnam"
Tỉnh Cà Mau,Huyện Ngọc Hiển,Xã Tân Ân,8.653504,105.090815,"8.598292,105.007668 – 8.701729,105.142808","Tân Ân, Ngọc Hiển, Cà Mau, Vietnam"
Tỉnh Cà Mau,Huyện Ngọc Hiển,Xã Viên An,8.663728,104.833788,"8.567442,104.772921 – 8.737998,104.915485","Viên An, Ngọc Hiển District, Ca Mau, Vietnam"
Tỉnh Cà Mau,Huyện Năm Căn,Thị Trấn Năm Căn,8.759819,104.994127,"8.744106,104.957886 – 8.801534,105.016337","Năm Căn, Năm Căn District, Ca Mau, Vietnam"
Tỉnh Cà Mau,Huyện Năm Căn,Xã Hàm Rồng,8.826489,105.044052,"8.795766,104.990759 – 8.872436,105.072126","Hàm Rồng, Năm Căn, Cà Mau, Vietnam"
Tỉnh Cà Mau,Huyện Trần Văn Thời,Xã Lợi An,9.15202,105.084969,"9.057897,104.957628 – 9.208357,105.123239","Lợi An, Cà Mau, Ca Mau, Vietnam"
Tỉnh Cà Mau,Huyện Trần Văn Thời,Xã Phong Điền,9.005705,104.857137,"8.971389,104.799657 – 9.060355,104.926686","Phong Điền, Trần Văn Thời District, Ca Mau, Vietnam"
Tỉnh Cà Mau,Huyện Trần Văn Thời,Xã Trần Hợi,9.196326,104.927204,"9.111207,104.909434 – 9.24017,104.994793","Trần Hợi, Trần Văn Thời, Cà Mau, Vietnam"
Tỉnh Cà Mau,Huyện U Minh,Xã Khánh Lâm,9.326591,104.903845,"9.274563,104.847207 – 9.39991,104.9469","Khánh Lâm, U Minh District, Ca Mau, Vietnam"
Tỉnh Cà Mau,Huyện U Minh,Xã Khánh Thuận,9.464361,104.96225,"9.405371,104.881239 – 9.561311,105.038223","Khánh Thuận, U Minh District, Ca Mau, Vietnam"
Tỉnh Cà Mau,Huyện U Minh,Xã Nguyễn Phích,9.382988,105.002131,"9.272318,104.931107 – 9.440087,105.066547","Nguyễn Phích, U Minh District, Ca Mau, Vietnam"
Tỉnh Cà Mau,Huyện Đầm Dơi,Xã Tạ An Khương,9.061137,105.20193,"9.013692,105.170531 – 9.09002,105.24147","Tạ An Khương, Tp. Cà Mau, Cà Mau, Vietnam"
Tỉnh Cà Mau,Thành phố Cà Mau,Phường 6,9.173666,105.188693,"9.15981,105.15359 – 9.187203,105.223929","Phường 6, Cà Mau, Ca Mau, Vietnam"
Tỉnh Cà Mau,Thành phố Cà Mau,Phường 7,9.159617,105.158498,"9.146252,105.145748 – 9.178028,105.171218","Phường 7, Cà Mau, Ca Mau, Vietnam"
Tỉnh Cà Mau,Thành phố Cà Mau,Xã Tắc Vân,9.166273,105.264111,"9.157448,105.249667 – 9.181668,105.280319","Tắc Vân, Cà Mau, Ca Mau, Vietnam"
Tỉnh Cà Mau,Thành phố Cà Mau,Xã Định Bình,9.16362,105.230231,"9.112892,105.214455 – 9.174922,105.267381","Định Bình, Cà Mau, Ca Mau, Vietnam"
Tỉnh Hà Giang,Huyện Bắc Mê,Xã Yên Định,22.807514,105.114201,"22.750301,105.049553 – 22.842325,105.170574","Yên Định, Hà Giang, Vietnam"
Tỉnh Hà Giang,Huyện Vị Xuyên,Xã Việt Lâm,22.656306,104.933045,"22.587703,104.899864 – 22.705493,104.959002","Việt Lâm, Vị Xuyên, Hà Giang, Vietnam"
Tỉnh Hà Giang,Thành phố Hà Giang,Phường Quang Trung,22.836987,104.977697,"22.830499,104.955525 – 22.868228,105.015221","Quang Trung, Hà Giang, Vietnam"
Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Quang Trung,20.561942,105.921522,"20.540101,105.910199 – 20.571403,105.931292","Quang Trung, Phủ Lý, Hà Nam, Vietnam"
Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Hoàng Đông,20.620885,105.925927,"20.602659,105.904942 – 20.635033,105.943136","Hoàng Đông, Phủ Lý, Hà Nam, Vietnam"
Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Hòa Mạc,20.637754,105.977332,"20.626376,105.964571 – 20.648069,105.994152","Hòa Mạc, Duy Tiên, Hà Nam, Vietnam"
Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Tiên Nội,20.619226,105.94355,"20.59836,105.92974 – 20.642588,105.962788","Tiên Nội, Duy Tiên, Hà Nam, Vietnam"
Tỉnh Hà Nam,Thị xã Duy Tiên,Xã Tiên Ngoại,20.606539,105.9553,"20.585064,105.940132 – 20.626519,105.969143","Tiên Ngoại, Tp. Phủ Lý, Hà Nam, Vietnam"
Tỉnh Hà Tĩnh,Thành phố Hà Tĩnh,Phường Đại Nài,18.321205,105.911045,"18.308859,105.902474 – 18.332452,105.936184","Đại Nài, Hà Tĩnh, Ha Tinh, Vietnam"
Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Lợi,18.089638,106.408198,"18.0566,106.356969 – 18.125909,106.435504","Kỳ Lợi, Kỳ Anh, Hà Tĩnh, Vietnam"
Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Cao Sơn,20.82514,105.506409,"20.787573,105.46463 – 20.871323,105.554237","Cao Răm, Lương Sơn, Hòa Bình, Vietnam"
Tỉnh Hòa Bình,Huyện Mai Châu,Xã Đồng Tân,20.716591,105.038208,"20.698277,104.998127 – 20.737761,105.088047","Đồng Bảng, Mai Châu District, Hoa Binh, Vietnam"
Tỉnh Hòa Bình,Huyện Đà Bắc,Xã Vầy Nưa,20.800145,105.20778,"20.76125,105.161133 – 20.836032,105.282669","Vầy Nưa, Đà Bắc, Hòa Bình, Vietnam"
Tỉnh Hưng Yên,Huyện Kim Động,Xã Ngọc Thanh,20.720897,106.03169,"20.708288,106.014082 – 20.734535,106.051134","Ngọc Thanh, Kim Động, Hung Yen, Vietnam"
Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Lạc Đạo,20.985197,106.022874,"20.974744,106.003669 – 21.00191,106.037893","Lạc Đạo, Văn Lâm, Hưng Yên, Vietnam"
Tỉnh Hưng Yên,Huyện Văn Lâm,Xã Đình Dù,20.966901,106.002305,"20.959802,105.987327 – 20.97849,106.029492","Đình Dù, Văn Lâm, Hung Yen, Vietnam"
Tỉnh Hải Dương,Huyện Bình Giang,Xã Thái Dương,20.843914,106.137511,"20.819105,106.124454 – 20.860135,106.158314","Thái Dương, An Khải, Hải Dương, Vietnam"
Tỉnh Hải Dương,Huyện Bình Giang,Xã Thái Hòa,20.842216,106.155153,"20.827549,106.141362 – 20.858291,106.179643","Thái Hòa, Bình Giang, Hải Dương, Vietnam"
Tỉnh Hải Dương,Huyện Bình Giang,Xã Thái Minh,20.861392,106.196325,"20.849114,106.182258 – 20.87726,106.220437","Thái Học, Bình Giang District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Bình Giang,Xã Thúc Kháng,20.868543,106.152213,"20.855212,106.136597 – 20.902232,106.168171","Thúc Kháng, Bình Giang District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Bình Giang,Xã Tân Hồng,20.881026,106.172797,"20.856108,106.158641 – 20.89828,106.179519","Tân Hồng, Bình Giang, Hải Dương, Vietnam"
Tỉnh Hải Dương,Huyện Bình Giang,Xã Vĩnh Hồng,20.900998,106.175738,"20.879529,106.152775 – 20.91735,106.196216","Vĩnh Hồng, Bình Giang District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Cẩm Giàng,Thị trấn Lai Cách,20.936694,106.255156,"20.921299,106.233437 – 20.948375,106.283205","tt. Lai Cách, Hải Dương, Vietnam"
Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Phúc Điền,20.947949,106.22868,"20.900157,106.127311 – 21.001243,106.293496","Cẩm Giàng District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Gia Lộc,Thị trấn Gia Lộc,20.868475,106.302234,"20.85025,106.283734 – 20.885738,106.308796","Gia Lộc, Hải Dương, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Gia Lộc,Xã Gia Phúc,20.832155,106.301607,"20.830801,106.300325 – 20.833499,106.303023","R8J2+VJ9, Hồng Hưng, Gia Lộc District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Gia Lộc,Xã Lê Lợi,20.85716,106.269867,"20.830758,106.258259 – 20.865626,106.284919","Lê Lợi, Gia Lộc District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Gia Lộc,Xã Quang Đức,20.86123,106.287521,"20.775727,106.238391 – 20.918832,106.351516","Gia Lộc District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Gia Lộc,Xã Thống Kênh,20.81006,106.308119,"20.795404,106.296404 – 20.82732,106.3189","Thống Kênh, Gia Lộc District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Gia Lộc,Xã Thống Nhất,20.891871,106.269867,"20.882127,106.250248 – 20.909053,106.294217","Thống Nhất, Gia Lộc District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Gia Lộc,Xã Yết Kiêu,20.871729,106.260047,"20.870379,106.258896 – 20.873077,106.261593","V7C6+M2V, Yết Kiêu, Gia Lộc, Hải Dương, Vietnam"
Tỉnh Hải Dương,Huyện Gia Lộc,Xã Đoàn Thượng,20.824486,106.278694,"20.801629,106.269128 – 20.844183,106.294742","Đoàn Thượng, Gia Lộc District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Kim Thành,Xã Hòa Bình,20.932973,106.499489,"20.850783,106.387612 – 21.003395,106.552344","Kim Thành District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Kim Thành,Xã Tuấn Việt,20.932973,106.499489,"20.850783,106.387612 – 21.003395,106.552344","Kim Thành District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Kim Thành,Xã Vũ Dũng,20.932973,106.499489,"20.850783,106.387612 – 21.003395,106.552344","Kim Thành District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Nam Sách,Xã Cộng Hòa,21.007611,106.38759,"20.986717,106.374157 – 21.024611,106.410583","Cộng Hòa, Nam Sách District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Thanh Hà,Xã Cẩm Việt,20.929538,106.417031,"20.799714,106.344831 – 20.975364,106.516114","Thanh Hà District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Thanh Hà,Xã Hồng Lạc,20.957007,106.40231,"20.934606,106.382208 – 20.975538,106.419957","Hồng Lạc, Thanh Hà, Hải Dương, Vietnam"
Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh An,20.940805,106.449421,"20.9277,106.432374 – 20.953976,106.460292","Thanh An, Thanh Hà District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Hải,20.893975,106.396422,"20.876779,106.378491 – 20.910571,106.417754","Thanh Hải, Thanh Hà District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Thanh Miện,Thị trấn Thanh Miện,20.787978,106.237505,"20.775576,106.217022 – 20.797282,106.260324","Thanh Miện, Thanh Miện District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Thanh Miện,Xã Thanh Tùng,20.83654,106.213972,"20.821191,106.198912 – 20.848144,106.242299","Thanh Tùng, Thanh Miện, Hải Dương, Vietnam"
Tỉnh Hải Dương,Huyện Thanh Miện,Xã Đoàn Tùng,20.824399,106.219855,"20.810721,106.198096 – 20.833383,106.234231","Xã Đoàn Tùng, Thanh Miện, Hải Dương, Vietnam"
Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Hưng Đạo,20.859556,106.36404,"20.847995,106.347727 – 20.873919,106.394351","Hưng Đạo, Tứ Kỳ District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Tiên Động,20.762163,106.443532,"20.744374,106.426018 – 20.777627,106.467746","Tiên Động, Tứ Kỳ District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Thành phố Chí Linh,Phường Cộng Hòa,21.134852,106.38759,"21.112207,106.358728 – 21.162482,106.424647","Cộng Hòa, Chí Linh, Hải Dương, Vietnam"
Tỉnh Hải Dương,Thành phố Chí Linh,Phường Văn Đức,21.09549,106.434698,"21.062519,106.40539 – 21.121911,106.454979","Văn Đức, Chí Linh District, Hai Duong, Vietnam"
Tỉnh Hải Dương,Thành phố Hải Dương,Phường Trần Phú,20.934653,106.327984,"20.929556,106.324847 – 20.939236,106.342249","Trần Phú, Hải Dương, Hai Duong, Vietnam"
Tỉnh Hải Dương,Thành phố Hải Dương,Phường Tứ Minh,20.924263,106.286765,"20.914464,106.25968 – 20.939477,106.301608","Tứ Minh, Hải Dương, Hai Duong, Vietnam"
Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Thượng Quận,20.994546,106.490653,"20.974084,106.471061 – 21.012354,106.507932","Thượng Quận, Kinh Môn, Hai Duong, Vietnam"
Tỉnh Hậu Giang,Huyện Châu Thành,Xã Phú Hữu,9.910655,105.840772,"9.866167,105.815689 – 9.946828,105.874407","Phú Hữu, Châu Thành, Hậu Giang, Vietnam"
Tỉnh Hậu Giang,Huyện Châu Thành,Xã Phú Tân,9.67308,105.952362,"9.641792,105.909426 – 9.709649,105.987532","Phú Tân, Tp. Sóc Trăng, Sóc Trăng, Vietnam"
Tỉnh Hậu Giang,Huyện Long Mỹ,Xã Thuận Hưng,9.660954,105.51813,"9.641039,105.489047 – 9.686926,105.559854","Thuận Hưng, Long Mỹ District, Hau Giang, Vietnam"
Tỉnh Hậu Giang,Huyện Phụng Hiệp,Xã Tân Long,9.855364,105.752722,"9.82215,105.717316 – 9.885658,105.790615","Tân Long, Ngã Bảy, Hậu Giang, Vietnam"
Tỉnh Hậu Giang,Thị xã Long Mỹ,Xã Long Bình,9.669597,105.565024,"9.6511,105.54677 – 9.695774,105.592861","Long Mỹ, Long Mỹ District, Hau Giang, Vietnam"
Tỉnh Hậu Giang,Thị xã Long Mỹ,Xã Long Phú,9.669597,105.565024,"9.6511,105.54677 – 9.695774,105.592861","Long Mỹ, Long Mỹ District, Hau Giang, Vietnam"
Tỉnh Khánh Hòa,Huyện Cam Lâm,Xã Cam An Bắc,11.981366,109.080987,"11.926142,109.049263 – 12.027233,109.119473","Cam An Bắc, Tp. Cam Ranh, Khánh Hòa, Vietnam"
Tỉnh Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,11.972986,109.122602,"11.946044,109.097586 – 12.002803,109.141874","Cam An Nam, Cam Ranh, Khánh Hòa, Vietnam"
Tỉnh Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Bắc,12.067002,109.104766,"12.040496,109.073296 – 12.104452,109.128399","Cam Hiệp Bắc, Cam Lâm, Khánh Hòa, Vietnam"
Tỉnh Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Nam,12.028376,109.110711,"12.000452,109.075613 – 12.052164,109.136553","Cam Hiệp Nam, Tp. Cam Ranh, Khánh Hòa, Vietnam"
Tỉnh Khánh Hòa,Huyện Cam Lâm,Xã Cam Hòa,12.124953,109.134493,"12.078645,109.094281 – 12.170848,109.16713","Cam Hòa, Nha Trang, Khánh Hòa, Vietnam"
Tỉnh Khánh Hòa,Huyện Cam Lâm,Xã Cam Tân,12.127492,109.098821,"12.094885,109.039822 – 12.165457,109.136038","Cam Tân, Nha Trang, Khánh Hòa, Vietnam"
Tỉnh Khánh Hòa,Huyện Cam Lâm,Xã Suối Tân,12.120786,109.039376,"12.057578,108.944228 – 12.182174,109.144814","Suối Tân, Cam Lâm, Khánh Hòa, Vietnam"
Tỉnh Long An,Huyện Thủ Thừa,Thị trấn Thủ Thừa,10.614917,106.399366,"10.593902,106.385014 – 10.631401,106.416471","Tân Thành, Tan An, Long An, Vietnam"
Tỉnh Long An,Huyện Thủ Thừa,Xã Bình Thạnh,10.58227,106.399366,"10.563464,106.379414 – 10.596749,106.442628","Bình Thanh, Tp. Tân An, Long An, Vietnam"
Tỉnh Long An,Huyện Thủ Thừa,Xã Nhị Thành,10.591897,106.42292,"10.572946,106.409701 – 10.631232,106.446501","Nhị Thành, Tp. Tân An, Long An, Vietnam"
Tỉnh Long An,Huyện Thủ Thừa,Xã Tân Thành,10.614917,106.399366,"10.593902,106.385014 – 10.631401,106.416471","Tân Thành, Tan An, Long An, Vietnam"
Tỉnh Long An,Huyện Tân Thạnh,Xã Bắc Hòa,10.695417,105.905369,"10.654146,105.868958 – 10.732752,105.937921","Bắc Hòa, Tân Thạnh District, Long An, Vietnam"
Tỉnh Long An,Huyện Vĩnh Hưng,Xã Khánh Hưng,10.963169,105.699912,"10.915046,105.630369 – 11.004978,105.739524","Khánh Hưng, Vĩnh Hưng, Long An, Vietnam"
Tỉnh Long An,Huyện Vĩnh Hưng,Xã Thái Bình Trung,10.906789,105.834901,"10.857793,105.800046 – 10.945484,105.863364","Thái Bình Trung, Vĩnh Hưng District, Long An, Vietnam"
Tỉnh Long An,Huyện Vĩnh Hưng,Xã Thái Trị,10.958227,105.793807,"10.893744,105.75963 – 10.997226,105.830269","Thái Trị, Vĩnh Hưng, Long An, Vietnam"
Tỉnh Long An,Huyện Vĩnh Hưng,Xã Vĩnh Bình,10.874576,105.823159,"10.839284,105.791575 – 10.908486,105.841837","Vĩnh Bình, Vĩnh Hưng District, Long An, Vietnam"
Tỉnh Long An,Huyện Vĩnh Hưng,Xã Vĩnh Thuận,10.844825,105.76446,"10.803084,105.739881 – 10.865513,105.794364","Vĩnh Thuận, Vĩnh Hưng District, Long An, Vietnam"
Tỉnh Long An,Huyện Vĩnh Hưng,Xã Vĩnh Trị,10.915659,105.770329,"10.843751,105.704032 – 10.991603,105.819417","Vĩnh Trị, Vĩnh Hưng District, Long An, Vietnam"
Tỉnh Long An,Huyện Đức Hòa,Xã Đức Hòa Thượng,10.863038,106.446477,"10.837437,106.424131 – 10.898801,106.482055","Đức Hòa Thượng, Đức Hòa, Long An, Vietnam"
Tỉnh Long An,Thành phố Tân An,Phường 4,10.525171,106.394911,"10.506748,106.385722 – 10.543667,106.411246","Phường 4, Tp. Tân An, Long An, Vietnam"
Tỉnh Lạng Sơn,Huyện Bình Gia,Xã Hồng Phong,22.099154,106.405254,"22.058885,106.337443 – 22.157822,106.491366","Hồng Phong, Bình Gia District, Lạng Sơn, Vietnam"
Tỉnh Lạng Sơn,Huyện Đình Lập,Xã Bính Xá,21.642919,107.124821,"21.555364,107.080994 – 21.737018,107.239652","Bính Xá, Đình Lập, Lạng Sơn, Vietnam"
Tỉnh Lạng Sơn,Huyện Đình Lập,Xã Kiên Mộc,21.613629,107.197198,"21.609956,107.191801 – 21.618654,107.20253","Kiên Mộc, Đình Lập, Lạng Sơn, Vietnam"
Tỉnh Ninh Bình,Huyện Gia Viễn,Xã Gia Tân,20.327234,105.908306,"20.305028,105.889492 – 20.351306,105.92906","xã Gia Tân, Hoa Lư, Ninh Bình, Vietnam"
Tỉnh Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Đông Hải,11.542645,109.028974,"11.529795,109.012302 – 11.554739,109.034672","Đông Hải, Tp. Phan Rang - Tháp Chàm, Ninh Thuận, Vietnam"
Tỉnh Phú Yên,Huyện Phú Hòa,Xã Hòa An,13.055008,109.274232,"13.032396,109.257263 – 13.076428,109.292077","Hòa An, Phú Hòa District, Phú Yên, Vietnam"
Tỉnh Phú Yên,Huyện Phú Hòa,Xã Hòa Trị,13.081385,109.253417,"13.065099,109.228253 – 13.109619,109.276539","Hòa Trị, Phú Hòa District, Phú Yên, Vietnam"
Tỉnh Phú Yên,Huyện Sông Hinh,Xã Ea Bar,12.945221,108.795738,"12.86787,108.744564 – 13.035331,108.861466","Ea Bar, Ban Hoang, Phú Yên, Vietnam"
Tỉnh Phú Yên,Huyện Sông Hinh,Xã Ea Bia,12.963464,108.92051,"12.931957,108.885069 – 12.999707,108.953476","Ea Bia, Sông Hinh, Phú Yên, Vietnam"
Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Bình 1,13.024507,109.277206,"12.999355,109.253767 – 13.048213,109.293302","Hòa Bình 1, Tây Hòa District, Phú Yên, Vietnam"
Tỉnh Phú Yên,Thành phố Tuy Hòa,Phường 9,13.107823,109.294341,"13.089521,109.249458 – 13.119657,109.313332","Phường 9, Tuy Hòa, Phú Yên, Vietnam"
Tỉnh Phú Yên,Thị xã Đông Hòa,Phường Hòa Hiệp Bắc,13.019016,109.348579,"13.001426,109.329294 – 13.053606,109.370071","Hòa Hiệp Bắc, Đông Hòa District, Phú Yên, Vietnam"
Tỉnh Quảng Ngãi,Huyện Trà Bồng,Xã Trà Bùi,15.128738,108.486956,"15.103786,108.454381 – 15.170853,108.575766","Trà Bùi, Trà Bồng District, Quang Ngai, Vietnam"
Tỉnh Quảng Ninh,Huyện Bình Liêu,Xã Vô Ngại,21.51529,107.349404,"21.438709,107.270765 – 21.60068,107.420754","Vô Ngại, Bình Liêu, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Huyện Hải Hà,Xã Quảng Long,21.459319,107.702188,"21.456823,107.699318 – 21.461296,107.706356","Quảng Long, Hải Hà, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Huyện Tiên Yên,Xã Hải Lạng,21.282247,107.373056,"21.220981,107.317329 – 21.344945,107.44556","Hải Lạng, Tiên Yên, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Huyện Tiên Yên,Xã Yên Than,21.346265,107.367143,"21.312289,107.291937 – 21.397715,107.435139","Yên Than, Tiên Yên District, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Huyện Tiên Yên,Xã Đông Ngũ,21.341334,107.467686,"21.287695,107.421098 – 21.401374,107.49547","Đông Ngũ, Tiên Yên, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Huyện Tiên Yên,Xã Đại Dực,21.445166,107.416999,"21.388861,107.380658 – 21.468755,107.475594","Đại Dực, Tiên Yên District, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Thành phố Cẩm Phả,Xã Hải Hòa,21.144867,107.352114,"21.080376,107.312221 – 21.22198,107.417536","Hải Hòa, Tp. Cẩm Phả, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Thành phố Hạ Long,Phường Hà Khẩu,20.973609,106.986038,"20.945249,106.953535 – 20.999827,107.00984","Hà Khẩu, Hạ Long, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Thành phố Hạ Long,Xã Đồng Lâm,21.111648,107.018512,"21.06616,106.912422 – 21.162161,107.120519","Đồng Lâm, Hoành Bồ, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Thành phố Uông Bí,Phường Trưng Vương,21.032113,106.790069,"20.974424,106.76269 – 21.041649,106.803932","Trưng Vương, Uông Bí, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Thành phố Đông Triều,Phường Đức Chính,21.088601,106.51885,"21.07565,106.503693 – 21.118772,106.537342","Đức Chính, Chí Linh, Quảng Ninh, Vietnam"
Tỉnh Quảng Ninh,Thị xã Quảng Yên,Xã Liên Hòa,20.878324,106.844388,"20.851914,106.821699 – 20.902156,106.899719","Liên Hòa, Tx. Quảng Yên, Quảng Ninh, Vietnam"
Tỉnh Sóc Trăng,Huyện Châu Thành,Xã Phú Tân,9.67308,105.952362,"9.641792,105.909426 – 9.709649,105.987532","Phú Tân, Tp. Sóc Trăng, Sóc Trăng, Vietnam"
Tỉnh Sóc Trăng,Huyện Long Phú,Xã Long Phú,9.573429,106.12281,"9.541589,106.063299 – 9.612725,106.180394","Long Phú, Sóc Trăng, Vietnam"
